proposal_id,customer_id,location_id,responsible_id,project_id,status,type,visibility,name,completed_at,deleted_at,updated_at,created_at,user_id,city_id,address_id,latitude,longitude,lost_at,total,required_investment,description_project,category,benefit_type,description_benefit,area,estimated_value,restrictions,identification,main_activity,zip,street,number,company_name,federal_tax_id
260,4,,6,208.0,open,company,restrict,Oportunidade DIP FRANGOS S/A,2024-03-26 17:40:01,,2025-08-04 14:00:04,2021-02-27 19:56:05,6,3977.0,,-24.556822,-54.087244,,5100000.0,0.0,Expansão DIP FRANGOS S/A - Sem maiores detalhes no momento. ,implantation,,,,,,,,85760000.0,RODOVIA BR-167,KM 85,DIP FRANGOS S/A,21819182000105.0
261,4,,6,209.0,completed,company,restrict,Oportunidade MENDES E DOI LTDA,2023-05-08 15:51:25,,2025-08-04 14:00:04,2021-02-27 20:03:01,6,,,-20.468305,-54.717477,,65000000.0,0.0,Projeto de implantação de indústrias de bebidas sem município pré determinado. ,implantation,,,,,,,,79108670.0,ENGENHEIRO ANNES SALIM SAAD,59,MENDES E DOI LTDA,9544291000153.0
262,4,,6,210.0,completed,company,restrict,Oportunidade WAY BEER INDUSTRIA E COMERCIO DE BEBIDAS LTDA,2023-05-08 15:51:29,,2025-08-04 14:00:04,2021-02-27 20:07:25,6,4177.0,,-25.4429,-49.1927,,4000000.0,0.0,Projeto de Expansão de unidade produtora de bebidas ,expansion,,,,,,,,,,,WAY BEER INDUSTRIA E COMERCIO DE BEBIDAS LTDA,12226693000114.0
263,4,,6,211.0,completed,company,restrict,Oportunidade KLABIN S.A.,2024-10-09 20:06:58,,2025-08-04 14:00:04,2021-02-27 20:10:57,6,4155.0,,-24.209546,-50.925395,,1700000000.0,0.0,Implanntação de unidade produtora de papel e celulose,implantation,,,,,,,,,,,KLABIN S.A.,89637490016572.0
264,4,,6,212.0,completed,company,restrict,Oportunidade KAPAZI INDUSTRIA E COMERCIO DE CAPACHOS LTDA,2023-05-08 15:51:35,,2025-08-04 14:00:04,2021-02-27 20:13:36,6,3916.0,,-25.3135,-49.2996,,12600000.0,0.0,Intensificação de produção na unidade atual com investimentos e contratação de mão de obra,expansion,,,,,,,,,,,KAPAZI INDUSTRIA E COMERCIO DE CAPACHOS LTDA,80051824000120.0
265,4,,6,213.0,completed,company,restrict,Oportunidade MASTERFOODS BRASIL ALIMENTOS LTDA,2023-05-08 15:51:39,2024-06-04 20:19:05,2024-06-04 20:19:05,2021-02-27 20:16:53,6,4187.0,,-25.0892,-50.1602,,99999999.99,0.0,Projeto de implantação de unidade produtora de alimentos,implantation,,,,,,,,,,,MASTERFOODS BRASIL ALIMENTOS LTDA,29737368000208.0
266,4,,6,214.0,completed,company,restrict,Oportunidade CIA IGUAÇU DE CAFÉ SOLÚVEL,2023-05-08 15:51:45,2024-06-04 20:19:10,2024-06-04 20:19:10,2021-02-27 20:18:47,6,3997.0,,-23.1825,-50.6499,,99999999.99,0.0,Implantação de unidade produtora de café solúvel,implantation,,,,,,,,,,,CIA IGUAÇU DE CAFÉ SOLÚVEL,76255926000190.0
267,4,,6,215.0,completed,company,restrict,Oportunidade DALPARE RECICLAGENS METÁLICAS LTDA,2023-05-08 15:51:59,,2025-08-04 14:00:04,2021-02-27 20:20:42,6,3981.0,,-24.9617,-53.4361,,0.0,0.0,"Oportunidade de implantação da indústrias em Cascavel, sem valor de investimento definido. ",implantation,,,,,,,,,,,DALPARE RECICLAGENS METÁLICAS LTDA,3816922000160.0
268,4,,6,216.0,completed,company,restrict,Oportunidade POTENCIAL BIODIESEL,2023-05-08 15:52:04,2024-06-04 20:19:15,2024-06-04 20:19:15,2021-02-27 20:22:15,6,4095.0,,-25.7671,-49.7168,,99999999.99,0.0,Projeto de ampliação de unidade produtora,expansion,,,,,,,,,,,POTENCIAL BIODIESEL,12613484000123.0
269,4,,6,217.0,completed,company,restrict,Oportunidade GOL LINHAS AÉREAS,2023-05-08 15:52:08,,2025-08-04 14:00:04,2021-02-27 20:24:18,6,4006.0,,-25.4296,-49.2712,,0.0,0.0,Implantação de Hub no aeroporto Afonso Pena - Sem valor prévio de investimento definido. ,implantation,,,,,,,,,,,GOL LINHAS AÉREAS,7575651011002.0
270,4,,6,218.0,completed,company,restrict,MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS S.A.,2023-05-08 15:52:13,,2025-08-04 14:00:04,2021-02-27 20:54:38,6,4121.0,,-23.4251,-51.9383,,12500000.0,0.0,Instalação de unidade produtiva,implantation,,,,,,,,,,,MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS S.A.,5823205000190.0
271,4,,6,219.0,completed,company,restrict,Oportunidade FERRAGENS NEGRÃO COMERCIAL LTDA.,2023-05-08 15:52:18,,2025-08-04 14:00:04,2021-02-27 20:57:39,6,4006.0,,-25.4296,-49.2712,,63090000.0,0.0,Ampliação de unidade produtiva,expansion,,,,,,,,,,,FERRAGENS NEGRÃO COMERCIAL LTDA.,76639285000177.0
272,4,,6,220.0,completed,company,restrict,Oportundidade AVENORTE AVÍCOLA CIANORTE LTDA,2023-05-08 15:52:22,2024-06-04 20:19:22,2024-06-04 20:19:22,2021-02-27 21:00:51,6,3988.0,,-23.6599,-52.6054,,99999999.99,0.0,Ampliação de capacidade produtiva,expansion,,,,,,,,,,,AVENORTE AVÍCOLA CIANORTE LTDA,1682147000171.0
273,4,,6,221.0,completed,company,restrict,Oportunidade TAM LINHAS AÉREAS S/A,2023-05-08 15:52:28,,2025-08-04 14:00:04,2021-02-27 21:03:45,6,4006.0,,-25.4296,-49.2712,,0.0,0.0,Intensificação de operação no Paraná - Sem valor de investimento declarado. ,implantation,,,,,,,,,,,TAM LINHAS AÉREAS S/A,2012862000160.0
274,4,,6,222.0,completed,company,restrict,Oportunidade FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,2023-05-08 15:52:33,,2025-08-04 14:00:04,2021-02-27 21:06:48,6,4090.0,,-23.5,-49.9233,,23000000.0,0.0,,implantation,,,,,,,,,,,FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,974731000642.0
275,4,,6,223.0,completed,company,restrict,Oportunidade JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,2023-05-08 15:52:37,2024-06-04 20:19:18,2024-06-04 20:19:18,2021-02-27 21:08:27,6,4075.0,,-24.2434,-51.6719,,99999999.99,0.0,Oportunidade na cidade de Ivaiporã,implantation,,,,,,,,,,,JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,85090033000122.0
276,4,,6,224.0,completed,company,restrict,Oportunidade JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,2023-05-08 15:52:42,,2025-08-04 14:00:04,2021-02-27 21:09:42,6,4152.0,,-25.6326,-53.3463,,17000000.0,0.0,Oportunidade na cidade de Nova Prata do Iguaçu,implantation,,,,,,,,,,,JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,85090033000122.0
277,4,,6,225.0,completed,company,restrict,Oportunidade JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,2023-05-08 15:52:46,,2025-08-04 14:00:04,2021-02-27 21:11:30,6,4225.0,,-23.4172,-52.7722,,27600000.0,0.0,Oportunidade em Rondon,implantation,,,,,,,,,,,JAGUAFRANGOS IND. E COM. DE ALIMENTOS LTDA,85090033000122.0
278,4,,6,226.0,completed,company,restrict,Oportunidade ILUMISOL INDÚSTRIA IMPORTAÇÃO E EXPORTAÇÃO EIRELI,2023-05-08 15:52:51,,2025-08-04 14:00:04,2021-02-27 21:14:30,6,3981.0,,-24.9617,-53.4361,,10208421.0,0.0,Oportunidade em Cascavel,implantation,,,,,,,,,,,ILUMISOL INDÚSTRIA IMPORTAÇÃO E EXPORTAÇÃO EIRELI,5592812000197.0
279,4,,6,227.0,completed,company,restrict,Oportunidade AUTOAMERICA IMPORTAÇÃO EXPORTAÇÃO INDUSTRIA E COMERCIO ATACADISTAS DE PRODUTOS AUTOMOTIVOS E PNEUMATICOS LTDA,2023-05-08 15:52:55,,2025-08-04 14:00:04,2021-02-27 21:15:29,6,3991.0,,-25.2925,-49.2243,,3321455.0,0.0,,implantation,,,,,,,,,,,AUTOAMERICA IMPORTAÇÃO EXPORTAÇÃO INDUSTRIA E COMERCIO ATACADISTAS DE PRODUTOS AUTOMOTIVOS E PNEUMATICOS LTDA,4140399000167.0
280,4,,6,228.0,completed,company,restrict,Oportunidade BRAS-ONDA PAPELÃO ONDULADO LTDA,2023-05-08 15:52:58,,2025-08-04 14:00:04,2021-02-27 21:16:54,6,4187.0,,-25.0892,-50.1602,,48539580.0,0.0,,implantation,,,,,,,,,,,BRAS-ONDA PAPELÃO ONDULADO LTDA,95370078001267.0
281,4,,6,229.0,completed,company,restrict,Oportunidade MIX BICICLETAS INDUSTRIA E COMERCIO LTDA ,2023-05-08 15:53:02,,2025-08-04 14:00:04,2021-02-27 21:17:43,6,5027.0,,-27.942,-52.9231,,421000.0,0.0,,implantation,,,,,,,,,,,MIX BICICLETAS INDUSTRIA E COMERCIO LTDA ,7771310000159.0
282,4,,6,230.0,completed,company,restrict,Oportunidade LEÃO ALIMENTOS E BEBIDAS LTDA.,2023-05-08 15:53:06,,2025-08-04 14:00:04,2021-02-27 21:23:47,6,4021.0,,-25.6466,-49.3103,,33292000.0,0.0,,implantation,,,,,,,,,,,LEÃO ALIMENTOS E BEBIDAS LTDA.,76490184003011.0
283,4,,6,231.0,completed,company,restrict,Oportunidade BWI TRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA,2023-05-08 15:53:10,,2025-08-04 14:00:04,2021-02-27 21:29:36,6,3934.0,,-25.5861,-49.4051,,464762.0,0.0,,implantation,,,,,,,,,,,BWI TRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA,26127890000190.0
284,4,,6,232.0,completed,company,restrict,Oportunidade DISTRIBUIDORA DE FERRAMENTAS KENNEDY LTDA,2023-05-08 16:17:05,,2025-08-04 14:00:04,2021-02-27 21:30:30,6,4006.0,,-25.4296,-49.2712,,400000.0,0.0,,implantation,,,,,,,,,,,DISTRIBUIDORA DE FERRAMENTAS KENNEDY LTDA,915086000263.0
285,4,,6,233.0,completed,company,restrict,Oportunidade EDDI IND E COM DE ART PLÁSTICOS LTDA,2023-05-08 16:17:13,2024-03-26 17:42:23,2024-03-26 17:42:23,2021-02-27 21:31:50,6,3963.0,,-23.0423,-50.0753,,367000.0,0.0,,implantation,,,,,,,,,,,EDDI IND E COM DE ART PLÁSTICOS LTDA,24870219000290.0
286,4,,6,234.0,completed,company,restrict,Oportunidade GREAT PETS IMPORTAÇÃO E COMÉRCIO LTDA.,2023-05-08 16:17:18,,2025-08-04 14:00:04,2021-02-27 21:32:45,6,4006.0,,-25.4296,-49.2712,,369163.0,0.0,,implantation,,,,,,,,,,,GREAT PETS IMPORTAÇÃO E COMÉRCIO LTDA.,24172800000158.0
287,4,,6,235.0,completed,company,restrict,Oportunidade E.M COLLI EIRELI,2023-05-08 16:20:16,,2025-08-04 14:00:04,2021-02-27 21:33:47,6,4272.0,,-23.4441,-51.876,,12761060.0,0.0,,implantation,,,,,,,,,,,E.M COLLI EIRELI,8719139000100.0
288,4,,6,236.0,completed,company,restrict,Oportunidade RFN ACABAMENTOS COMERCIO DE MATERIAIS LTDA.,2023-05-08 16:20:23,,2025-08-04 14:00:04,2021-02-27 21:40:08,6,4006.0,,-25.4296,-49.2712,,400997.0,0.0,,implantation,,,,,,,,,,,RFN ACABAMENTOS COMERCIO DE MATERIAIS LTDA.,27440377000118.0
289,4,,6,237.0,completed,company,restrict,Oportunidade BRANCO MOTORES LTDA.,2023-05-08 16:22:20,,2025-08-04 14:00:04,2021-02-27 21:42:32,6,3934.0,,-25.5861,-49.4051,,1503465.0,0.0,,implantation,,,,,,,,,,,BRANCO MOTORES LTDA.,2526146000109.0
290,4,,6,238.0,completed,company,restrict,Oportunidade VIA IMPORTER COMERCIO EXTERIOR AS,2023-05-08 16:22:23,,2025-08-04 14:00:04,2021-02-27 21:43:30,6,4006.0,,-25.4296,-49.2712,,1021711.0,0.0,,implantation,,,,,,,,,,,VIA IMPORTER COMERCIO EXTERIOR AS,3273227000794.0
291,4,,6,239.0,completed,company,restrict,Oportunidade PROXYS COMÉRCIO ELETRÔNICO LTDA,2023-05-08 16:22:27,,2025-08-04 14:00:04,2021-02-27 21:45:28,6,4006.0,,-25.4296,-49.2712,,7544418.0,0.0,,implantation,,,,,,,,,,,PROXYS COMÉRCIO ELETRÔNICO LTDA,11027350000168.0
292,4,,6,240.0,completed,company,restrict,Oportunidade AC RIBAS COMERCIO TEXTIL LTDA,2023-05-08 16:22:31,,2025-08-04 14:00:04,2021-02-27 21:48:50,6,4006.0,,-25.4296,-49.2712,,660000.0,0.0,,implantation,,,,,,,,,,,AC RIBAS COMERCIO TEXTIL LTDA,10664147000130.0
293,4,,6,241.0,completed,company,restrict,Oportunidade HAYAMAX DISTRIBUIDORA DE PRODUTOS ELETRÔNICOS LTDA.,2023-05-08 16:22:35,,2025-08-04 14:00:04,2021-02-27 21:49:39,6,4053.0,,-23.2659,-51.0522,,1091010.0,0.0,,implantation,,,,,,,,,,,HAYAMAX DISTRIBUIDORA DE PRODUTOS ELETRÔNICOS LTDA.,1725627000172.0
294,4,,6,242.0,completed,company,restrict,Oportunidade RIBEIRO S/A - COMÉRCIO DE PNEUS,2023-05-08 16:22:39,,2025-08-04 14:00:04,2021-02-27 21:50:42,6,4121.0,,-23.4251,-51.9383,,1316348.0,0.0,,implantation,,,,,,,,,,,RIBEIRO S/A - COMÉRCIO DE PNEUS,75308551000116.0
295,4,,6,243.0,completed,company,restrict,Oportunidade IRMÃOS POLIS - IMPORTAÇÃO E EXPORTAÇÃO LTDA,2023-05-08 16:22:42,,2025-08-04 14:00:04,2021-02-27 21:51:32,6,4063.0,,-24.0039,-53.7101,,705080.0,0.0,,implantation,,,,,,,,,,,IRMÃOS POLIS - IMPORTAÇÃO E EXPORTAÇÃO LTDA,1932833000153.0
296,4,,6,244.0,completed,company,restrict,Oportunidade MERCADOMÓVEIS LTDA,2023-05-08 16:22:46,,2025-08-04 14:00:04,2021-02-27 21:52:30,6,4187.0,,-25.0892,-50.1602,,2100000.0,0.0,,implantation,,,,,,,,,,," R$2.100.000,00 ",77500049008465.0
297,4,,6,245.0,completed,company,restrict,Oportunidade LUPIN IMPORTAÇÃO & EXPORTAÇÃO LTDA. ,2023-05-08 16:22:50,,2025-08-04 14:00:04,2021-02-27 21:53:15,6,4006.0,,-25.4296,-49.2712,,360000.0,0.0,,implantation,,,,,,,,,,,LUPIN IMPORTAÇÃO & EXPORTAÇÃO LTDA. ,2180080000210.0
298,4,,6,246.0,completed,company,restrict,Oportunidade COUTO E NURNBERG COMÉRCIO DE PEÇAS LTDA.,2023-05-08 16:22:54,,2025-08-04 14:00:04,2021-02-27 21:54:07,6,4006.0,,-25.4296,-49.2712,,3171532.0,0.0,,implantation,,,,,,,,,,,COUTO E NURNBERG COMÉRCIO DE PEÇAS LTDA.,618239000120.0
299,4,,6,247.0,completed,company,restrict,Oportunidade SUPERMAX BRASIL IMPORTADORA S/A,2023-05-08 16:23:00,,2025-08-04 14:00:04,2021-02-27 21:55:01,6,4006.0,,-25.4296,-49.2712,,457999.0,0.0,,implantation,,,,,,,,,,,SUPERMAX BRASIL IMPORTADORA S/A,4214934000187.0
300,4,,6,248.0,completed,company,restrict,Oportunidade AR FREE COMÉRCIO DE EQUIPAMENTOS ELETRO ELETRÔNICOS - EIRELI,2023-05-08 16:23:06,,2025-08-04 14:00:04,2021-02-27 21:55:48,6,4006.0,,-25.4296,-49.2712,,4000000.0,0.0,,implantation,,,,,,,,,,,AR FREE COMÉRCIO DE EQUIPAMENTOS ELETRO ELETRÔNICOS - EIRELI,3895171000114.0
301,4,,6,249.0,completed,company,restrict,Oportunidade CERVEJARIA PETRÓPOLIS S/A,2023-05-08 16:23:11,2024-06-04 20:19:31,2024-06-04 20:19:31,2021-02-27 22:02:12,6,4095.0,,-25.7671,-49.7168,,99999999.99,0.0,,implantation,,,,,,,,,,,CERVEJARIA PETRÓPOLIS S/A,73410326017136.0
302,4,,6,250.0,completed,company,restrict,Oportundidade CALAMO DISTRIBUIDORA (BOTICÁRIO),2023-05-08 16:23:15,,2025-08-04 14:00:04,2021-02-27 22:03:03,6,4006.0,,-25.4296,-49.2712,,28000000.0,0.0,,expansion,,,,,,,,,,,CALAMO DISTRIBUIDORA (BOTICÁRIO),6147451001104.0
303,4,,6,251.0,completed,company,restrict,Oportunidade INTERBELLE COMÉRCIO DE PRODUTOS DE BELEZA LTDA,2023-05-08 16:23:19,,2025-08-04 14:00:04,2021-02-27 22:10:24,6,4006.0,,-25.4296,-49.2712,,25000000.0,0.0,,expansion,,,,,,,11137051000186.0,,,,INTERBELLE COMÉRCIO DE PRODUTOS DE BELEZA LTDA,11137051000186.0
304,4,,6,252.0,completed,company,restrict,Oportunidade LANDIS+GYR EQUIPAMENTOS DE MEDIÇÃO LTDA.,2023-05-08 16:23:22,,2025-08-04 14:00:04,2021-02-27 22:11:10,6,4006.0,,-25.4296,-49.2712,,36000000.0,0.0,,expansion,,,,,,,,,,,LANDIS+GYR EQUIPAMENTOS DE MEDIÇÃO LTDA.,58900754000188.0
305,4,,6,253.0,completed,company,restrict,Oportunidade BRASIL MINERAÇÃO E TRANSPORTES LTDA,2023-05-08 16:23:26,,2025-08-04 14:00:04,2021-02-27 22:12:00,6,3991.0,,-25.2925,-49.2243,,40000000.0,0.0,,implantation,,,,,,,,,,,BRASIL MINERAÇÃO E TRANSPORTES LTDA,14877413000163.0
306,4,,6,254.0,completed,company,restrict,Oportunidade BEL FIX IMPORTAÇÃO LTDA,2023-05-08 16:23:30,,2025-08-04 14:00:04,2021-02-27 22:12:47,6,4262.0,,-25.5338,-49.2072,,18000000.0,0.0,,implantation,,,,,,,,,,,BEL FIX IMPORTAÇÃO LTDA,1972193000105.0
307,4,,6,255.0,open,company,restrict,"Oportunidade PRATI, DONADUZZI & CIA LTDA",2023-05-08 16:23:34,2024-06-04 20:19:39,2024-06-04 20:19:39,2021-02-27 22:13:39,6,4291.0,,-24.7222,-53.7402,,99999999.99,0.0,,expansion,,,,,,,,,,,"PRATI, DONADUZZI & CIA LTDA",73856593000166.0
308,4,,6,256.0,completed,company,restrict,Oportunidade CERVEJARIAS KAISER BRASIL S/A,2023-05-08 16:23:38,2024-06-04 20:19:46,2024-06-04 20:19:46,2021-02-27 22:15:17,6,4187.0,,-25.0892,-50.1602,,99999999.99,0.0,,implantation,,,,,,,,,,,CERVEJARIAS KAISER BRASIL S/A,19900000000842.0
309,4,,6,257.0,completed,company,restrict,Oportunidade INTEGRADA COOPERATIVA AGROINDUSTRIAL,2023-05-08 16:23:42,,2025-08-04 14:00:04,2021-02-27 22:16:38,6,4025.0,,-23.3205,-52.3009,,15000000.0,0.0,,implantation,,,,,,,,,,,INTEGRADA COOPERATIVA AGROINDUSTRIAL,993264009735.0
310,4,,6,258.0,completed,company,restrict,Oportunidade S/A MOAGEIRA E AGRÍCOLA ,2023-05-08 16:23:45,,2025-08-04 14:00:04,2021-02-27 22:17:25,6,4065.0,,-25.4697,-50.6493,,6500000.0,0.0,,implantation,,,,,,,,,,,S/A MOAGEIRA E AGRÍCOLA ,78143146000426.0
311,4,,6,259.0,completed,company,restrict,Oportunidade HITECH ELECTRIC IMPORTAÇÃO E DISTRIBUIÇÃO DE VEÍCULOS ELÉTRICOS,2023-05-08 16:24:07,,2025-08-04 14:00:04,2021-02-27 22:18:27,6,4177.0,,-25.4429,-49.1927,,3650000.0,0.0,,expansion,,,,,,,,,,,HITECH ELECTRIC IMPORTAÇÃO E DISTRIBUIÇÃO DE VEÍCULOS ELÉTRICOS,11379452000142.0
312,4,,6,260.0,completed,company,restrict,Oportunidade EION VEÍCULOS ELÉTRICOS,2023-05-08 16:24:11,,2025-08-04 14:00:04,2021-02-27 22:19:21,6,4177.0,,-25.4429,-49.1927,,5000000.0,0.0,,implantation,,,,,,,,,,,EION VEÍCULOS ELÉTRICOS,31906440000136.0
313,4,,6,261.0,completed,company,restrict,Oportunidade DAF CAMINHÕES,2023-05-08 16:24:14,,2025-08-04 14:00:04,2021-02-27 22:20:53,6,4187.0,,-25.0892,-50.1602,,33000000.0,0.0,,expansion,,,,,,,,,,,DAF CAMINHÕES,13114506000173.0
314,4,,6,262.0,completed,company,restrict,Oportunidade OXITEC – COMERCIO E REPRESENTAÇÃO LTDA,2023-05-08 16:24:18,,2025-08-04 14:00:04,2021-02-27 22:21:49,6,4155.0,,-24.2089,-50.925,,5200000.0,0.0,,implantation,,,,,,,,,,,OXITEC – COMERCIO E REPRESENTAÇÃO LTDA,26122563000146.0
315,4,,6,263.0,completed,company,restrict,Oportunidade PHILUS PRODUTOS SUSSTENTÁVEIS LTDA,2023-05-08 16:24:22,,2025-08-04 14:00:04,2021-02-27 22:22:34,6,4187.0,,-25.0892,-50.1602,,11700000.0,0.0,,implantation,,,,,,,,,,,PHILUS PRODUTOS SUSSTENTÁVEIS LTDA,35035186000107.0
316,4,,6,264.0,completed,company,restrict,Oportunidade COAMO INDUSTRIAL COOPERATIVA,2023-05-08 16:24:25,,2025-08-04 14:00:04,2021-02-27 22:23:32,6,3973.0,,-24.0463,-52.378,,40000000.0,0.0,,expansion,,,,,,,,,,,COAMO INDUSTRIAL COOPERATIVA,75904383003309.0
317,4,,6,265.0,completed,company,restrict,Oportunidade COCAMAR COOPERATIVA AGROINDUSTRIAL,2023-05-08 16:24:29,,2025-08-04 14:00:04,2021-02-27 22:25:05,6,4121.0,,-23.4251,-51.9383,,50000000.0,0.0,,expansion,,,,,,,,,,,COCAMAR COOPERATIVA AGROINDUSTRIAL,79114450003342.0
318,4,,6,266.0,completed,company,restrict,Oportunidade VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA,2023-05-08 16:24:32,2024-06-04 20:19:50,2024-06-04 20:19:50,2021-02-27 22:26:03,6,4262.0,,-25.5338,-49.2072,,99999999.99,0.0,,expansion,,,,,,,,,,,VOLKSWAGEN DO BRASIL INDÚSTRIA DE VEÍCULOS AUTOMOTORES LTDA,59104422010384.0
319,4,,6,267.0,completed,company,restrict,Oportunidade VIDROLAR COMÉRCIO DE VIDROS LTDA.,2023-05-08 16:24:36,,2025-08-04 14:00:04,2021-02-27 22:26:47,6,4006.0,,-25.4296,-49.2712,,12000000.0,0.0,,expansion,,,,,,,,,,,VIDROLAR COMÉRCIO DE VIDROS LTDA.,77948750000114.0
320,4,,6,268.0,completed,company,restrict,Oportunidade COOPERATIVA AGROINDUSTRIAL ALIANÇA DE CARNES NOBRES ,2023-05-08 16:24:39,,2025-08-04 14:00:04,2021-02-27 22:27:38,6,4047.0,,-25.3951,-51.4622,,15000000.0,0.0,,implantation,,,,,,,,,,,COOPERATIVA AGROINDUSTRIAL ALIANÇA DE CARNES NOBRES ,10015928000284.0
321,4,,6,269.0,completed,company,restrict,Oportunidade CASCAVEL MÁQUINAS AGRÍCOLAS LTDA,2023-05-08 16:24:43,,2025-08-04 14:00:04,2021-02-27 22:29:19,6,3981.0,,-24.9617,-53.4361,,6265312.0,0.0,,expansion,,,,,,,,,,,CASCAVEL MÁQUINAS AGRÍCOLAS LTDA,76075118000140.0
322,4,,6,270.0,completed,company,restrict,Oportunidade MAXCOIL COLCHÕES LTDA,2023-05-08 16:24:46,,2025-08-04 14:00:04,2021-02-27 22:30:04,6,4006.0,,-25.4296,-49.2712,,5100000.0,0.0,,implantation,,,,,,,,,,,MAXCOIL COLCHÕES LTDA,2614594000156.0
323,4,,6,271.0,completed,company,restrict,Oportunidade HUHTAMAKI DO BRASIL LTDA,2023-05-08 16:24:50,,2025-08-04 14:00:04,2021-02-27 22:31:03,6,4494.0,,-27.5798,-50.1589,,5800000.0,0.0,,implantation,,,,,,,,,,,HUHTAMAKI DO BRASIL LTDA,82618455000563.0
324,4,,6,272.0,completed,company,restrict,Oportunidade INTERBULK S/A,2023-05-08 16:24:54,2024-06-04 20:20:01,2024-06-04 20:20:01,2021-02-27 22:31:44,6,3927.0,,-25.4299,-48.7125,,99999999.99,0.0,,implantation,,,,,,,,,,,INTERBULK S/A,3260524000100.0
325,4,,6,273.0,completed,company,restrict,Oportunidade SOMAVE AGROINDUSTRIAL LTDA.,2023-05-08 16:24:58,,2025-08-04 14:00:04,2021-02-27 22:33:38,6,3989.0,,-23.3817,-52.9444,,29682000.0,0.0,,expansion,,,,,,,,,,,SOMAVE AGROINDUSTRIAL LTDA.,6353241000109.0
326,4,,6,274.0,completed,company,restrict,Oportunidade CIA BEAL DE ALIMENTOS,2023-05-08 16:25:01,,2025-08-04 14:00:04,2021-02-27 22:34:21,6,3981.0,,-24.9617,-53.4361,,62000000.0,0.0,,expansion,,,,,,,,,,,CIA BEAL DE ALIMENTOS,78116670000165.0
327,4,,6,275.0,completed,company,restrict,Oportunidade C.VALE – COOPERATIVA AGROINDUSTRIAL,2023-05-08 16:25:10,2024-06-04 20:19:56,2024-06-04 20:19:56,2021-02-27 22:35:36,6,4162.0,,-24.284,-53.8404,,99999999.99,0.0,,implantation,,,,,,,,,,,C.VALE – COOPERATIVA AGROINDUSTRIAL,77863223000107.0
328,4,,6,276.0,open,company,restrict,Oportunidade COMERCIAL DE MÓVEIS BRASILIA LTDA,2023-05-08 16:25:25,,2025-08-05 14:12:58,2021-02-27 22:37:29,6,4103.0,,-23.3113,-51.1595,,2600000.0,0.0,,implantation,,,,,,,,,,,COMERCIAL DE MÓVEIS BRASILIA LTDA,78614278006691.0
329,4,,6,277.0,completed,company,restrict,Oportunidade IRMÃOS MUFFATO & CIA LTDA,2023-05-08 16:25:29,,2025-08-04 14:00:04,2021-02-28 12:52:51,6,3981.0,,-24.9617,-53.4361,,29000000.0,0.0,,implantation,,,,,,,,,,,IRMÃOS MUFFATO & CIA LTDA,76430438000171.0
330,4,,6,278.0,completed,company,restrict,Oportunidade USINA DE AÇUCAR SANTA TEREZINHA LTDA,2023-05-08 16:25:33,,2025-08-04 14:00:04,2021-02-28 12:53:51,6,4121.0,,-23.4251,-51.9383,,5070000.0,0.0,,implantation,,,,,,,,,,,USINA DE AÇUCAR SANTA TEREZINHA LTDA,75717355000529.0
331,4,,6,279.0,completed,company,restrict,Oportunidade USINA DE AÇUCAR SANTA TEREZINHA LTDA,2023-05-08 16:32:06,,2025-08-04 14:00:04,2021-02-28 12:55:11,6,4164.0,,-22.9305,-52.1523,,7700000.0,0.0,,implantation,,,,,,,,,,,USINA DE AÇUCAR SANTA TEREZINHA LTDA,75717355000286.0
332,4,,6,280.0,completed,company,restrict,Oportunidade USINA DE AÇUCAR SANTA TEREZINHA LTDA,2023-05-08 16:25:36,,2025-08-04 14:00:04,2021-02-28 12:56:11,6,4225.0,,-23.4172,-52.7722,,12100000.0,0.0,,implantation,,,,,,,,,,,USINA DE AÇUCAR SANTA TEREZINHA LTDA,75717355001096.0
333,4,,6,281.0,completed,company,restrict,Oportunidade FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,2023-05-08 16:15:51,,2025-08-04 14:00:04,2021-02-28 12:57:13,6,5045.0,,-28.0692,-52.0117,,25500000.0,0.0,,implantation,,,,,,,,,,,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,75717355000367.0
334,4,,6,282.0,completed,company,restrict,Oportunidade USINA DE AÇUCAR SANTA TEREZINHA LTDA,2023-05-08 16:32:09,,2025-08-04 14:00:04,2021-02-28 12:58:09,6,4287.0,,-22.7267,-52.6197,,3940000.0,0.0,,implantation,,,,,,,,,,,USINA DE AÇUCAR SANTA TEREZINHA LTDA,75717355000871.0
